Datasett hentet fra;https://hnygard.github.io/sivilombudsmannen-uttalelser/;@hallny / Norske-postlister.no;Kilde;https://www.sivilombudsmannen.no/uttalelser/;Data hentet;13.03.2020 00:10:18
Dato - uttalelse;Dato - publisert;Saksnummer;Lenke uttalelse;Lovreferanse;Tittel
03.06.2013;27.06.2013;SM-2012/2665;https://www.sivilombudsmannen.no/uttalelser/sak-om-usaklig-forskjellsbehandling-fra-skatt-midt-norgeskatteklagenemnda/;sivilombudsmannsloven § 10 annet ledd;Sak om usaklig forskjellsbehandling fra Skatt Midt-Norge/skatteklagenemnda
20.06.2013;24.06.2013;SM-2013/293;https://www.sivilombudsmannen.no/uttalelser/habilitet-spks-rolle-ved-valg-av-sakkyndige-til-kompensasjonsordningen-for-psykiske-belastningsskader-fra-forsvarets-internasjonale-operasjoner/;forsvarspersonelloven § 12, forvaltningsloven § 10, forvaltningsloven § 6, helsepersonelloven § 15, helsepersonelloven § 15 første ledd;Habilitet – SPKs rolle ved valg av sakkyndige til kompensasjonsordningen for psykiske belastningsskader fra forsvarets internasjonale operasjoner
06.05.2013;24.06.2013;SM-2012/3401;https://www.sivilombudsmannen.no/uttalelser/nav-klageinstans-rutiner-for-utsendelse-av-forelopig-svar/;folketrygdloven § 21-1, forvaltningsloven § 11;Nav Klageinstans’ rutiner for utsendelse av foreløpig svar
;24.06.2013;;https://www.sivilombudsmannen.no/uttalelser/ansvar-for-tillegg-til-engangsavgift-som-folge-av-statusendring-for-kjoretoyet-skiftet-eier/;forvaltningsloven § 17, forvaltningsloven § 17 første ledd første punktum;Ansvar for tillegg til engangsavgift som følge av statusendring før kjøretøyet skiftet eier
02.04.2013;21.06.2013;SM-2012/3041;https://www.sivilombudsmannen.no/uttalelser/veiledningsplikt-om-foreningsmedlemmers-individuelle-klagemuligheter-der-foreningen-mangler-rettslig-klageinteresse/;forvaltningsloven § 11, forvaltningsloven § 12, forvaltningsloven § 28 første ledd;Veiledningsplikt om foreningsmedlemmers individuelle klagemuligheter der foreningen mangler rettslig klageinteresse
25.04.2013;20.06.2013;SM-2012/3392;https://www.sivilombudsmannen.no/uttalelser/tilbakekreving-av-feilutbetalt-trygdeytelse-etter-folketrygdloven-%c2%a7-22-15-etter-at-erstatning-er-idomt/;folketrygdloven §, folketrygdloven § 22-15, folketrygdloven§ 22-15 første ledd, forvaltningsloven § 42, straffeprosessloven § 427, straffeprosessloven § 431, straffeprosessloven § 432 første ledd;Tilbakekreving av feilutbetalt trygdeytelse etter folketrygdloven § 22-15 etter at erstatning er idømt
07.03.2013;19.06.2013;SM-2012/2803;https://www.sivilombudsmannen.no/uttalelser/advokaters-plikt-til-a-legge-frem-skriftlig-fullmakt-etter-forvaltningsloven-%c2%a7-12/;folketrygdloven § 22-1, forvaltningsloven § 12;Advokaters plikt til å legge frem skriftlig fullmakt etter forvaltningsloven § 12
16.05.2013;18.06.2013;SM-2012/2040;https://www.sivilombudsmannen.no/uttalelser/sak-om-tilsetting-av-radmann-i-lyngdal-kommune/;forvaltningsloven § 17, kommuneloven § 22, kommuneloven § 22 annet ledd, offentleglova § 25, sivilombudsmannsloven § 10 annet ledd;Sak om tilsetting av rådmann i Lyngdal kommune
;13.06.2013;;https://www.sivilombudsmannen.no/uttalelser/habilitet-for-medlemmer-i-fjellstyre/;forvaltningsloven § 1, forvaltningsloven § 2, forvaltningsloven § 2 bokstav b, forvaltningsloven § 2 første ledd, forvaltningsloven § 2 første ledd bokstav e, forvaltningsloven § 6, forvaltningsloven § 6 annet ledd, forvaltningsloven § 6 første ledd, forvaltningsloven § 6 første ledd bokstav a;Habilitet for medlemmer i fjellstyre
27.05.2013;12.06.2013;SM-2013/477;https://www.sivilombudsmannen.no/uttalelser/krav-om-dna-testing-ved-revurdering-av-overgangsstonad/;barneloven § 3, barneloven § 4, barneloven § 6, barneloven § 8, folketrygdloven § 15-5 tredje ledd;Krav om DNA-testing ved revurdering av overgangsstønad
13.05.2013;07.06.2013;SM-2012/1461;https://www.sivilombudsmannen.no/uttalelser/sak-om-habilitet-ved-tilsetting/;forvaltningsloven § 41, forvaltningsloven § 6 annet ledd;Sak om habilitet ved tilsetting
26.04.2013;05.06.2013;SM-2011/2414;https://www.sivilombudsmannen.no/uttalelser/uttalelse-offentliggjoring-i-varslingssak/;arbeidsmiljøloven § 2-4, arbeidsmiljøloven § 2-5, forvaltningsloven § 13, kommuneloven § 4, offentleglova § 1;Uttalelse – offentliggjøring i varslingssak
29.05.2013;03.06.2013;SM-2011/1355;https://www.sivilombudsmannen.no/uttalelser/kameraovervaking-og-tilsyn-med-arrestanter-i-sentralarresten-ved-oslo-politidistrikt/;politiloven § 12, politiloven § 9;Kameraovervåking og tilsyn med arrestanter i sentralarresten ved Oslo politidistrikt
29.04.2013;30.05.2013;SM-2012/2327;https://www.sivilombudsmannen.no/uttalelser/tilsetting-utlysningsplikt-ved-eksternt-finansierte-oppdrag/;;Tilsetting – utlysningsplikt ved eksternt finansierte oppdrag
16.05.2013;27.05.2013;SM-2011/1906;https://www.sivilombudsmannen.no/uttalelser/oppreisning-for-oversittelse-av-klagefrist-etter-forvaltningsloven-%c2%a7-31-2/;forvaltningsloven § 31;Oppreisning for oversittelse av klagefrist etter forvaltningsloven § 31
;27.05.2013;SM-2012/1956;https://www.sivilombudsmannen.no/uttalelser/sporsmal-om-angivelse-av-takvinkel-la-innenfor-hva-myndighetene-kunne-bestemme-etter-hoyde-og-plasseringsbestemmelsen-i-pbl-29-4-forste-ledd/;plan- og bygningsloven §;Spørsmål om angivelse av takvinkel lå innenfor hva myndighetene kunne bestemme etter høyde- og plasseringsbestemmelsen i pbl. 29-4 første ledd
08.05.2013;23.05.2013;SM-2012/1840;https://www.sivilombudsmannen.no/uttalelser/konsekvensen-av-uriktig-lovgrunnlag-ved-behandling-av-dispensasjonssoknad/;;Konsekvensen av uriktig lovgrunnlag ved behandling av dispensasjonssøknad
19.04.2013;03.05.2013;SM-2012/1031;https://www.sivilombudsmannen.no/uttalelser/sak-om-ansattes-ytringsfrihet/;forvaltningsloven § 21 første ledd, grunnloven § 100, offentleglova § 31 første ledd;Sak om ansattes ytringsfrihet
05.04.2013;25.04.2013;SM-2012/1252;https://www.sivilombudsmannen.no/uttalelser/avslag-pa-soknad-om-produksjonstilskot-i-jordbruket-grunna-manglande-gjennomforing-av-kontroll/;;Avslag på søknad om produksjonstilskot i jordbruket grunna manglande gjennomføring av kontroll
19.04.2013;25.04.2013;SM-2012/1852;https://www.sivilombudsmannen.no/uttalelser/uklar-planbestemmelse-ma-tolkes-for-a-avklare-om-et-tiltak-er-i-strid-med-reguleringsplanen/;forvaltningsloven § 35 første ledd bokstav c;Uklar planbestemmelse må tolkes for å avklare om et tiltak er i strid med reguleringsplanen
21.02.2013;25.04.2013;SM-2012/1454;https://www.sivilombudsmannen.no/uttalelser/navs-saksbehandlingstid-og-oppfolgingsplikt-for-begjaering-om-dokumentinnsyn/;;Navs saksbehandlingstid og oppfølgingsplikt for begjæring om dokumentinnsyn
11.04.2013;25.04.2013;SM-2012/215;https://www.sivilombudsmannen.no/uttalelser/sak-om-plassering-av-tomannsbolig-pbl-%c2%a7-29-4-forste-ledd/;plan- og bygningsloven §, plan- og bygningsloven § 29-4, plan- og bygningsloven § 29-4 første ledd, plan- og bygningsloven § 70;Sak om plassering av tomannsbolig – pbl. § 29-4 første ledd
21.03.2013;17.04.2013;SM-2012/2672;https://www.sivilombudsmannen.no/uttalelser/lang-saksbehandlingstid-i-pasientskadenemnda/;;Lang saksbehandlingstid i Pasientskadenemnda
10.04.2013;17.04.2013;SM-2012/1280;https://www.sivilombudsmannen.no/uttalelser/sak-om-palegg-om-heving-av-sjofartoy-pa-ca-18-meter-sporsmal-om-rett-klageinstans/;forurensningsloven § 37, forurensningsloven § 37 annet ledd, forurensningsloven § 85, forurensningsloven§ 37 annet ledd, forvaltningsloven § 28 annet ledd;Sak om pålegg om heving av sjøfartøy på ca 18 meter – spørsmål om rett klageinstans
09.04.2013;12.04.2013;SM-2012/2265;https://www.sivilombudsmannen.no/uttalelser/parkeringstillatelse-for-forflytningshemmede/;forvaltningsloven § 41, sivilombudsmannsloven § 10 annet ledd;Parkeringstillatelse for forflytningshemmede
20.02.2013;09.04.2013;SM-2011/2824;https://www.sivilombudsmannen.no/uttalelser/palegg-om-retting-nye-opplysninger-om-faktiske-forhold-pa-vedtakstidspunktet/;forvaltningsloven § 35 annet ledd, forvaltningsloven § 35 første ledd, forvaltningsloven § 35 første ledd bokstav c;Pålegg om retting – nye opplysninger om faktiske forhold på vedtakstidspunktet
18.02.2012;08.04.2013;SM-2012/1435;https://www.sivilombudsmannen.no/uttalelser/tilsetting-manglende-skriftlighet-og-innhenting-av-referanser/;forvaltningsloven § 17;Tilsetting – Manglende skriftlighet og innhenting av referanser
08.03.2013;02.04.2013;SM-2012/1782;https://www.sivilombudsmannen.no/uttalelser/sak-om-innsyn-i-avtale-og-klageinstansens-adgang-til-a-oppheve-underinstansens-vedtak-i-innsynssaker/;forvaltningsloven §, forvaltningsloven § 13 første ledd, forvaltningsloven § 33, forvaltningsloven § 34 andre ledd, forvaltningsloven § 34 fjerde ledd, forvaltningsloven § 34 siste ledd, grunnloven §, miljøinformasjonsloven § 17 første ledd bokstav c, offentleglova §, offentleglova § 13, offentleglova § 32 tredje ledd;Sak om innsyn i avtale og klageinstansens adgang til å oppheve underinstansens vedtak i innsynssaker
26.03.2013;02.04.2013;SM-2012/2941;https://www.sivilombudsmannen.no/uttalelser/sporsmal-om-a-avvise-skolemiljosak-fra-klagebehandling-etter-at-eleven-har-skiftet-skole/;forvaltningsloven § 28, forvaltningsloven § 28 tredje ledd annet punktum, oppll §, oppll § 8, oppll § 9, oppll§ 9, opplæringslova § 9;Spørsmål om å avvise skolemiljøsak fra klagebehandling etter at eleven har skiftet skole
19.03.2013;21.03.2013;SM-2011/225;https://www.sivilombudsmannen.no/uttalelser/undersokelse-av-tilsynsradsordningen-i-kriminalomsorgen/;straffegjennomføringsloven §;Undersøkelse av tilsynsrådsordningen i kriminalomsorgen
13.03.2013;21.03.2013;SM-2012/2498;https://www.sivilombudsmannen.no/uttalelser/endring-av-plangrunnlaget-etter-innkommet-byggesoknad/;;Endring av plangrunnlaget etter innkommet byggesøknad
01.02.2013;20.03.2013;SM-2012/2070;https://www.sivilombudsmannen.no/uttalelser/beregning-av-graderte-pleiepenger/;folketrygdloven § 8-13, folketrygdloven § 8-13 annet ledd, folketrygdloven § 9-1, folketrygdloven § 9-11, folketrygdloven § 9-16, folketrygdloven § 9-16 første ledd, folketrygdloven § 9-3 første ledd, folketrygdloven § 9-5;Beregning av graderte pleiepenger
13.03.2013;19.03.2013;SM-2012/972;https://www.sivilombudsmannen.no/uttalelser/enkeltvedtak-som-vilkar-for-dekning-av-sakskostnader/;forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 25, forvaltningsloven § 3 første ledd, forvaltningsloven § 35, forvaltningsloven § 36 første ledd;Enkeltvedtak som vilkår for dekning av sakskostnader
13.03.2013;18.03.2013;SM-2011/3554;https://www.sivilombudsmannen.no/uttalelser/kommunens-behandling-av-soknad-om-utslippstillatelse-i-strid-med-fvl-%c2%a7%c2%a7-6-habilitet-og-40-adgang-til-a-fravike-forskrift/;forvaltningsloven §, forvaltningsloven § 40, forvaltningsloven § 6, forvaltningsloven§ 17, forvaltningsloven§ 6;Kommunens behandling av søknad om utslippstillatelse i strid med fvl. §§ 6 (habilitet) og 40 (adgang til å fravike forskrift)
12.03.2013;18.03.2013;SM-2012/606;https://www.sivilombudsmannen.no/uttalelser/vurdering-av-om-et-reguleringsplanvedtak-og-et-vedtak-om-midlertidig-forbud-mot-tiltak-var-ugyldig-grunnet-inhabilitet/;forvaltningsloven § 17 første ledd, forvaltningsloven § 2 bokstav b, forvaltningsloven § 2 bokstav e, forvaltningsloven § 41, forvaltningsloven § 6, forvaltningsloven § 6 første ledd, forvaltningsloven § 6 første ledd bokstav c;Vurdering av om et reguleringsplanvedtak og et vedtak om midlertidig forbud mot tiltak var ugyldig grunnet inhabilitet
18.02.2013;18.03.2013;SM-2011/1327;https://www.sivilombudsmannen.no/uttalelser/manglende-vurdering-etter-naturmangfoldloven-i-sak-om-oppforing-av-reinsperregjerde/;forvaltningsloven § 17 første ledd, forvaltningsloven § 25, forvaltningsloven § 41, naturmangfoldloven §, naturmangfoldloven § 7 annet punktum, naturmangfoldloven § 7 første punktum, naturmangfoldloven§ 8, reindriftsloven § 24;Manglende vurdering etter naturmangfoldloven i sak om oppføring av reinsperregjerde
13.03.2013;15.03.2013;SM-2012/1166;https://www.sivilombudsmannen.no/uttalelser/brudd-pa-dokumentasjonskravet-ved-ileggelse-av-byggesaksgebyr/;;Brudd på dokumentasjonskravet ved ileggelse av byggesaksgebyr
13.03.2013;14.03.2013;SM-2012/2364;https://www.sivilombudsmannen.no/uttalelser/tap-av-studieplass-ved-manglende-oppmote-forste-studiedag/;forvaltningsloven § 1, forvaltningsloven § 11, forvaltningsloven § 17, sivilombudsmannsloven § 10 annet ledd;Tap av studieplass ved manglende oppmøte første studiedag
13.03.2013;13.03.2013;SM-2012/1531;https://www.sivilombudsmannen.no/uttalelser/sak-om-420-kv-kraftledning-orskog-sogndal-trasevalg-i-flora-kommune/;forvaltningsloven §, forvaltningsloven § 16 tredje ledd, forvaltningsloven § 27 tredje ledd, forvaltningsloven § 33 tredje ledd, forvaltningsloven § 34 annet ledd, sivilombudsmannsloven § 10 annet ledd;Sak om 420 kV kraftledning Ørskog-Sogndal – Trasévalg i Flora kommune
07.03.2013;13.03.2013;SM-2012/1807;https://www.sivilombudsmannen.no/uttalelser/sen-saksbehandling-og-manglende-behandling-av-innsynsbegjaeringer/;offentleglova § 29, offentleglova § 29 første ledd, offentleglova § 30 første ledd, offentleglova § 32 annet ledd, offentleglova § 6 første ledd;Sen saksbehandling og manglende behandling av innsynsbegjæringer
28.02.2013;12.03.2013;SM-2012/2142;https://www.sivilombudsmannen.no/uttalelser/utlendingsnemndas-saksbehandlingstid-i-asylsak/;forvaltningsloven § 11;Utlendingsnemndas saksbehandlingstid i asylsak
14.02.2013;06.03.2013;SM-2012/688;https://www.sivilombudsmannen.no/uttalelser/informasjon-til-innsatte-i-halden-fengsel-om-tilsynsradet-m-v/;;Informasjon til innsatte i Halden fengsel om tilsynsrådet m.v.
15.02.2013;06.03.2013;SM-2012/1580;https://www.sivilombudsmannen.no/uttalelser/adgangen-til-a-soke-pa-ledig-stilling-hos-egen-arbeidsgiver/;;Adgangen til å søke på ledig stilling hos egen arbeidsgiver
08.02.2013;06.03.2013;SM-2011/3068;https://www.sivilombudsmannen.no/uttalelser/asylsak-risiko-for-menneskehandel/;forvaltningsloven § 25 første ledd, utlendingsforskriften § 16-7, utlendingsloven § 28 første ledd bokstav a, utlendingsloven § 38 annet ledd bokstav d, utlendingsloven § 78;Asylsak – risiko for menneskehandel
13.02.2013;27.02.2013;SM-2012/2243;https://www.sivilombudsmannen.no/uttalelser/prioritering-av-innsynsbegjaeringer/;offentleglova § 3 annet ledd;Prioritering av innsynsbegjæringer
13.02.2013;27.02.2013;SM-2012/2282;https://www.sivilombudsmannen.no/uttalelser/tilsetting-av-laerere-manglende-gjennomforing-av-intervju/;forvaltningsloven § 17;Tilsetting av lærere – manglende gjennomføring av intervju
22.02.2013;26.02.2013;SM-2012/2632;https://www.sivilombudsmannen.no/uttalelser/om-lang-saksbehandlingstid-og-krav-til-forebels-svar/;;Om lang saksbehandlingstid og krav til førebels svar
08.02.2013;18.02.2013;SM-2012/2041;https://www.sivilombudsmannen.no/uttalelser/om-godkjent-arbeidsevnevurdering-ma-foreligge-for-krav-om-uforepensjon-kan-fremmes/;folketrygdloven §, folketrygdloven § 12-6, folketrygdloven§ 12-5, folketrygdloven§ 12-6, forvaltningsloven § 11, forvaltningsloven § 17, nav-loven § 14, sivilombudsmannsloven § 5;Om godkjent arbeidsevnevurdering må foreligge før krav om uførepensjon kan fremmes
11.02.2013;18.02.2013;SM-2012/2439;https://www.sivilombudsmannen.no/uttalelser/utformingen-av-vedtak-om-praktisk-bistand/;forvaltningsloven § 16, forvaltningsloven § 23, forvaltningsloven § 25, forvaltningsloven § 35, omsorgstjenesteloven § 3-2 nr. 6 bokstav b;Utformingen av vedtak om praktisk bistand
09.01.2013;13.02.2013;SM-2012/654;https://www.sivilombudsmannen.no/uttalelser/behovet-for-dispensasjon-fra-uthulet-reguleringsplanbestemmelse/;plan- og bygningsloven § 19-2, plan- og bygningsloven § 29-4 første ledd første punktum;Behovet for dispensasjon fra «uthulet» reguleringsplanbestemmelse
17.01.2013;08.02.2013;SM-2011/2813;https://www.sivilombudsmannen.no/uttalelser/oppholdstillatelse-pa-humanitaert-grunnlag-i-asylsak-hensynet-til-barns-beste-m-v/;forvaltningsloven § 17 første ledd, forvaltningsloven § 2 første ledd bokstav e, forvaltningsloven § 33 femte ledd, forvaltningsloven § 34 annet ledd;Oppholdstillatelse på humanitært grunnlag i asylsak – hensynet til barns beste m.v.
05.02.2013;07.02.2013;SM-2012/1158;https://www.sivilombudsmannen.no/uttalelser/sak-om-konsekvensene-av-underkjenning-av-doktorgradsavhandling/;forvaltningsloven § 24, forvaltningsloven § 38 første ledd bokstav a, forvaltningsloven § 38 første ledd bokstav c, forvaltningsloven § 39, sivilombudsmannsloven § 11;Sak om konsekvensene av underkjenning av doktorgradsavhandling
18.01.2013;07.02.2013;SM-2012/1891;https://www.sivilombudsmannen.no/uttalelser/sak-om-tildeling-av-funksjon-som-hovedinstruktor-for-hundetjenesten/;;Sak om tildeling av funksjon som hovedinstruktør for hundetjenesten
08.01.2013;28.01.2013;SM-2012/1105;https://www.sivilombudsmannen.no/uttalelser/omgjoring-av-konsesjon-for-erverv-av-landbrukseiendom-for-aksjeselskap/;forvaltningsloven § 35 tredje ledd, konsesjonsloven § 1, konsesjonsloven § 9, konsesjonsloven § 9 første ledd, konsesjonsloven § 9 tredje ledd, konsesjonslovens § 9 første ledd;Omgjøring av konsesjon for erverv av landbrukseiendom for aksjeselskap
08.01.2013;15.01.2013;SM-2011/1167;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-fra-regulert-utnyttelsesgrad-2/;forvaltningsloven §, forvaltningsloven § 35, forvaltningsloven§ 24;Dispensasjon fra regulert utnyttelsesgrad
20.02.2012;10.01.2013;SM-2011/2826;https://www.sivilombudsmannen.no/uttalelser/sak-om-innsyn-i-arbeidsmiljoundersokelse/;forvaltningsloven § 17, offentleglova § 11, offentleglova § 14 første ledd, offentleglova § 29;Sak om innsyn i arbeidsmiljøundersøkelse
23.11.2012;09.01.2013;SM-2010/2930;https://www.sivilombudsmannen.no/uttalelser/ombudsmannens-besok-til-ila-fengsel-og-forvaringsanstalt-i-desember-2010-varetektsfengsling-av-forvaringsdomte-psykisk-sykdom-og-isolasjon/;;Ombudsmannens besøk til Ila fengsel og forvaringsanstalt i desember 2010 – varetektsfengsling av forvaringsdømte, psykisk sykdom og isolasjon
17.12.2012;09.01.2013;SM-2012/1827;https://www.sivilombudsmannen.no/uttalelser/tilsetting-av-kirkeverge-krav-til-sakens-opplysning-og-kvalifikasjonsvurdering/;forvaltningsloven § 17, ombudsmannsloven § 10 andre ledd;Tilsetting av kirkeverge – krav til sakens opplysning og kvalifikasjonsvurdering
27.08.2012;08.01.2013;SM-2011/2926;https://www.sivilombudsmannen.no/uttalelser/barnebidrag-manglende-kontradiksjon-ved-skjonnsfastsetting-av-inntekt/;barneloven § 71, barneloven § 74, forvaltningsloven § 17;Barnebidrag – manglende kontradiksjon ved skjønnsfastsetting av inntekt
19.12.2012;08.01.2013;SM-2012/1871;https://www.sivilombudsmannen.no/uttalelser/klageadgangen-i-sak-om-tt-kort/;forvaltningsloven § 2 første ledd bokstav a, forvaltningsloven § 2 første ledd bokstav b, sivilombudsmannsloven § 11;Klageadgangen i sak om TT-kort
14.12.2012;07.01.2013;SM-2012/1748;https://www.sivilombudsmannen.no/uttalelser/tilbakekall-av-kjoreseddel/;politiloven § 30 nr. 1, vegtrafikkloven § 12, vegtrafikkloven § 24 fjerde ledd, vegtrafikkloven § 33 nr. 1 fjerde ledd, vegtrafikkloven § 34, yrkestransportloven § 37;Tilbakekall av kjøreseddel
20.12.2012;07.01.2013;SM-2011/40;https://www.sivilombudsmannen.no/uttalelser/reguleringsplan-for-lian-og-kystadmarka-sporsmal-om-reguleringsplanen-var-motivert-av-saklige-hensyn-og-om-usaklig-forskjellsbehandling-forholdet-til-den-europeiske-menneskerettskonvensjon/;grunnloven § 105, grunnlovens § 105, plan- og bygningsloven § 12-4;Reguleringsplan for Lian og Kystadmarka – spørsmål om reguleringsplanen var motivert av saklige hensyn, og om usaklig forskjellsbehandling, forholdet til Den europeiske menneskerettskonvensjonen og manglende begrunnelse
10.12.2012;19.12.2012;SM-2012/1240;https://www.sivilombudsmannen.no/uttalelser/tilsetting-av-to-interne-laerere-saksbehandling/;;Tilsetting av to interne lærere – saksbehandling
04.12.2012;18.12.2012;SM-2012/823;https://www.sivilombudsmannen.no/uttalelser/palegg-om-retting-av-ulovlig-forhold-kommunen-omgjorde-eget-vedtak-under-forberedende-klagesaksbehandling-og-fylkesmannens-senere-vedtak-ble-nytt-forsteinstansvedtak-som-det-var-klagerett-pa/;forvaltningsloven § 28 tredje ledd, forvaltningsloven § 35, forvaltningsloven § 41, plan- og bygningsloven § 32-2, plan- og bygningsloven § 32-3;Pålegg om retting av ulovlig forhold – kommunen omgjorde eget vedtak under forberedende klagesaksbehandling og fylkesmannens senere vedtak ble nytt førsteinstansvedtak som det var klagerett på
23.11.2012;14.12.2012;SM-2011/2766;https://www.sivilombudsmannen.no/uttalelser/beviskrav-ved-ileggelse-av-40-tilleggsmerverdiavgift-og-skjonnsmessig-fastsettelse-av-grunnlaget-for-innforselsmerverdiavgift-med-utgangspunkt-i-salgssum-i-norge/;merverdiavgiftsloven § 13-3, merverdiavgiftsloven § 4-11 første ledd;Beviskrav ved ileggelse av 40% tilleggsmerverdiavgift og skjønnsmessig fastsettelse av grunnlaget for innførselsmerverdiavgift med utgangspunkt i salgssum i Norge
23.11.2012;10.12.2012;SM-2012/279;https://www.sivilombudsmannen.no/uttalelser/skriftlig-irettesettelse-gjengjeldelse-for-varsling-av-kritikkverdige-forhold/;arbeidsmiljøloven § 2-3 (2), arbeidsmiljøloven § 2-4, arbeidsmiljøloven § 2-5;Skriftlig irettesettelse – gjengjeldelse for varsling av kritikkverdige forhold
26.09.2012;07.12.2012;SM-2011/605;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingen-ved-valget-av-rektor-nar-to-skoler-skal-slas-sammen/;arbeidsmiljøloven § 14-2, arbeidsmiljøloven § 15-1, arbeidsmiljøloven § 15-7, arbeidsmiljøloven § 17-7 (2), forvaltningsloven § 16, grunnloven § 100;Saksbehandlingen ved valget av rektor når to skoler skal slås sammen
26.11.2012;06.12.2012;SM-2012/2065;https://www.sivilombudsmannen.no/uttalelser/sak-om-saksbehandlingstiden-ved-nav-klageinstans-oslo-og-akershus-forberedende-behandling-av-anke-til-trygderetten-over-vedtak-om-reduksjon-av-uforetrygd/;forvaltningsloven § 11, sivilombudsmannsloven § 10 fjerde ledd;Sak om saksbehandlingstiden ved Nav Klageinstans Oslo og Akershus – forberedende behandling av anke til Trygderetten over vedtak om reduksjon av uføretrygd
23.11.2012;04.12.2012;SM-2011/518;https://www.sivilombudsmannen.no/uttalelser/gebyr-for-overtredelse-av-laksetildelingsforskriften/;;Gebyr for overtredelse av laksetildelingsforskriften
24.08.2012;03.12.2012;SM-2011/2740;https://www.sivilombudsmannen.no/uttalelser/skriftlig-advarsel-i-arbeidsforhold-sporsmal-om-utsendelse-av-e-post-ga-hjemmel-til-a-ilegge-en-skriftlig-advarsel/;grunnloven § 100;Skriftlig advarsel i arbeidsforhold – spørsmål om utsendelse av e-post ga hjemmel til å ilegge en skriftlig advarsel
29.10.2012;29.11.2012;SM-2012/1205;https://www.sivilombudsmannen.no/uttalelser/et-brev-fra-en-tollregion-ble-ansett-for-a-vaere-et-enkeltvedtak-da-det-fastslo-at-to-produkter-var-avgiftspliktige-etter-sjokolade-og-sukkervareavgiften/;forvaltningsloven § 2 bokstav a, forvaltningsloven § 2 bokstav b, særavgiftsforskriften § 6-6, særavgiftsforskriftens § 5-9;Et brev fra en tollregion ble ansett for å være et enkeltvedtak da det fastslo at to produkter var avgiftspliktige etter sjokolade- og sukkervareavgiften
22.11.2012;28.11.2012;SM-2012/1080;https://www.sivilombudsmannen.no/uttalelser/forvaltningens-egen-omgjoring-av-ugyldige-vedtak/;forvaltningsloven § 25, forvaltningsloven § 31 annet ledd, forvaltningsloven § 31 tredje ledd, forvaltningsloven § 35 annet ledd, forvaltningsloven § 35 første ledd, forvaltningsloven § 35 første ledd bokstav c, forvaltningsloven § 41;Forvaltningens egen omgjøring av ugyldige vedtak
29.06.2012;09.11.2012;SM-2010/2557;https://www.sivilombudsmannen.no/uttalelser/sak-om-innsyn-i-helseopplysninger-klageinstansens-adgang-til-a-fa-oversendt-dokumenter-fra-underinstansen/;forvaltningsloven §, forvaltningsloven § 13, forvaltningsloven§ 13, forvaltningsloven§13, helsepersonelloven § 23, offentleglova § 12, offentleglova § 13;Sak om innsyn i helseopplysninger – klageinstansens adgang til å få oversendt dokumenter fra underinstansen
19.10.2012;09.11.2012;SM-2011/514;https://www.sivilombudsmannen.no/uttalelser/behandlingen-av-sak-om-tilbakeforing-til-avdeling-med-hoyt-sikkerhetsniva-nedtegning-av-opplysninger-og-krav-til-begrunnelse/;forvaltningsloven § 11, forvaltningsloven § 24 første ledd, sivilombudsmannsloven § 10 annet ledd, straffegjennomføringsloven § 14, straffegjennomføringsloven § 14 første ledd, straffegjennomføringsloven § 7, straffegjennomføringsloven § 7 bokstav c, straffegjennomføringsloven § 7 bokstav d;Behandlingen av sak om tilbakeføring til avdeling med høyt sikkerhetsnivå – nedtegning av opplysninger og krav til begrunnelse
17.10.2012;08.11.2012;SM-2011/1894;https://www.sivilombudsmannen.no/uttalelser/dekning-av-kostnader-etter-forvaltningsloven-%c2%a7-36-til-advokats-reisetid-i-forbindelse-med-nemndmote/;forvaltningsloven § 36;Dekning av kostnader etter forvaltningsloven § 36 til advokats reisetid i forbindelse med nemndmøte
23.10.2012;08.11.2012;SM-2011/3586;https://www.sivilombudsmannen.no/uttalelser/samvaersfradrag-ved-barnebidrag/;forvaltningsloven § 17 første ledd første punktum, sivilombudsmannsloven § 11;Samværsfradrag ved barnebidrag
07.09.2012;08.11.2012;SM-2012/1362;https://www.sivilombudsmannen.no/uttalelser/navs-behandling-av-saker-om-utsatt-fedrekvote-foreldrepenger/;;Navs behandling av saker om utsatt fedrekvote – foreldrepenger
29.10.2012;07.11.2012;SM-2012/640;https://www.sivilombudsmannen.no/uttalelser/sak-om-ny-420-kv-kraftledning-gjennom-bremanger-kommune-krav-til-klageinstansens-begrunnelse/;forvaltningsloven § 24, forvaltningsloven § 25, sivilombudsmannsloven § 10 annet ledd;Sak om ny 420 kV kraftledning gjennom Bremanger kommune – krav til klageinstansens begrunnelse
26.10.2012;07.11.2012;SM-2012/460;https://www.sivilombudsmannen.no/uttalelser/sporsmal-om-avgjorelse-om-internatplass-ved-skole-er-enkeltvedtak/;forvaltningsloven § 2 bokstav b;Spørsmål om avgjørelse om internatplass ved skole er enkeltvedtak
12.10.2012;07.11.2012;SM-2010/2745;https://www.sivilombudsmannen.no/uttalelser/kriminalomsorgens-behandling-av-soknad-om-proveloslatelse-utredningsplikt/;forvaltningsloven § 25, straffegjennomføringsloven § 42 femte ledd;Kriminalomsorgens behandling av søknad om prøveløslatelse – utredningsplikt
