Datasett hentet fra;https://hnygard.github.io/sivilombudet-uttalelser/;@hallny / Norske-postlister.no;Kilde;https://www.sivilombudet.no/uttalelser/;Data hentet;09.11.2025 09:09:11
Dato - uttalelse;Dato - publisert;Saksnummer;Lenke uttalelse;Lovreferanse;Tittel
22.02.2018;02.03.2018;SM-2017/1921;https://www.sivilombudet.no/uttalelser/detaljregulering-avviker-kommuneplanens-arealdel/;forskriften § 3, forskriften § 3 første ledd bokstav b, forvaltningsloven § 35, forvaltningsloven § 41, plan- og bygningsloven § 4-1;
27.02.2018;02.03.2018;SM-2017/3088;https://www.sivilombudet.no/uttalelser/plikt-a-oversende-sakens-dokumenter-klageinstansen-sporsmal-unntak-dokumenter-inneholder-advokatrad/;forvaltningsloven §, forvaltningsloven § 13, forvaltningsloven § 33 fjerde ledd, forvaltningsloven § 34 annet ledd, forvaltningsloven§ 29, grunnloven §, grunnloven § 49 annet ledd, offentleglova §, offentleglova § 13, offentleglova § 15 andre ledd, offentleglova § 18, straffeloven § 144, straffeprosessloven § 119, straffeprosessloven § 121, straffeprosessloven § 204, straffeprosesslovens § 204;
20.02.2018;28.02.2018;SM-2017/3065;https://www.sivilombudet.no/uttalelser/hensynet-barnets-beste-soknad-overforing-fengsel-lavere-sikkerhetsniva/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 24 første ledd, forvaltningsloven § 25, grunnloven § 104 annet ledd, sivilombudsmannsloven § 10 fjerde ledd, straffegjennomføringsloven § 15 annet ledd, straffegjennomføringsloven § 3 annet ledd;
21.02.2018;27.02.2018;SM-2017/4250;https://www.sivilombudet.no/uttalelser/fylkesmannens-behandling-klagesak-partsinnsyn/;forvaltningsloven §, forvaltningsloven § 11;
20.02.2018;22.02.2018;SM-2017/2960;https://www.sivilombudet.no/uttalelser/innsyn-brev-kommuneadvokaten-oslo-sporsmal-underordna-organ/;offentleglova §, offentleglova § 15, offentleglova § 15 første ledd første punktum;
14.02.2018;22.02.2018;SM-2017/1208;https://www.sivilombudet.no/uttalelser/proveloslatelse-dom-pa-tvunget-helsevern-overforing-anstalt-kriminalomsorgen-kriminalomsorgens-oppfolging-proveloslatte/;forskriften §, forskriften § 1, forskriftens § 1 annet ledd, grunnloven § 102, grunnloven § 113, psykisk helsevernloven § 5-6, psykisk helsevernloven § 5-7, straffegjennomføringsloven § 5 fjerde ledd, straffegjennomføringsloven § 56, straffeloven §, straffeloven § 20 første ledd, straffeloven § 39, straffeloven § 411, straffeloven § 44, straffeloven § 45, straffeloven § 45 første ledd bokstav a, straffeloven § 62, straffeloven § 65, straffeloven§ 44;
31.01.2018;21.02.2018;SM-2017/1860;https://www.sivilombudet.no/uttalelser/saksbehandlingen-utvelgelse-kandidater-intervju-brudd-pa-utredningsplikten-manglende-kontradiksjon/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 2 annet ledd, forvaltningsloven § 2 første ledd;
11.12.2017;19.02.2018;SM-2017/878;https://www.sivilombudet.no/uttalelser/sporsmal-startdato-klageinstansens-tre-maneders-frist-endring-skade-avvike-underinstansen-mottok-klagen/;forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 28 først ledd, forvaltningsloven § 28 tredje ledd, forvaltningsloven § 34, forvaltningsloven § 35, forvaltningsloven § 35 tredje ledd;
24.01.2018;19.02.2018;SM-2017/2334;https://www.sivilombudet.no/uttalelser/saksbehandlingen-avvisning-klage-pa-tjenstlig-irettesettelse/;forvaltningsloven § 16, forvaltningsloven § 2, forvaltningsloven § 33, forvaltningsloven § 41;
26.01.2018;16.02.2018;SM-2017/839;https://www.sivilombudet.no/uttalelser/plassering-av-fylling-naermere-nabogrensen-enn-4-meter/;forvaltningsloven § 17, forvaltningsloven § 24, forvaltningsloven § 35, plan- og bygningsloven § 29-4 tredje ledd bokstav b, sivilombudsmannsloven § 10 annet ledd;
08.02.2018;12.02.2018;SM-2017/3029;https://www.sivilombudet.no/uttalelser/31263/;grunnloven § 100 femte ledd, offentleglova §, offentleglova § 28 andre ledd, offentleglova § 3, offentleglova § 4, offentleglova § 9;
29.01.2018;01.02.2018;SM-2017/2345;https://www.sivilombudet.no/uttalelser/folkeregistrering-sporsmal-klageadgang/;barnelova § 1, barnelova § 39, forskriften § 1, forskriften § 2-4, forskriften § 2-8, forskriften § 4, forskriften § 6-5-2, forskriften § 7-1-1, forskriften § 8-4-21, forskriften § 9-2-1, forvaltningsloven § 2, forvaltningsloven § 2 første ledd bokstav a, skatteloven § 9-3;
23.01.2018;29.01.2018;SM-2016/2249;https://www.sivilombudet.no/uttalelser/politiets-utlendingsenhets-underretning-vedtak-a-avvise-behandling-asylsoknader-storskogportefoljen/;forvaltningsloven § 27, forvaltningsloven § 27 første ledd, forvaltningsloven § 27 tredje ledd, utlendingsforskriften § 17-18 annet ledd, utlendingsloven § 105, utlendingsloven § 106, utlendingsloven § 32, utlendingsloven § 32 første ledd, utlendingsloven § 90;
15.01.2018;24.01.2018;SM-2017/1955;https://www.sivilombudet.no/uttalelser/lanekassens-omgjoring-stipend-lan-kompetanse-a-behandle-omgjoringsanmodning/;forvaltningsloven § 35 første ledd;
02.10.2017;17.01.2018;SM-2016/3220;https://www.sivilombudet.no/uttalelser/dispensasjon-plan-bruksendring-kombinert-bruk-dobbel-sjobod-krav-begrunnelse/;forvaltningsloven § 25 første ledd, forvaltningsloven § 41, plan- og bygningsloven § 19-2 annet ledd første punktum;
15.01.2018;17.01.2018;SM-2017/1616;https://www.sivilombudet.no/uttalelser/fjell-kommunes-klagebehandling-sak-tilknytningsavgift-habilitet/;forvaltningsloven § 28 andre ledd, kommuneloven § 40;
04.04.2017;17.01.2018;SM-2016/1839;https://www.sivilombudet.no/uttalelser/dispensasjon-byggegrense-detaljreguleringsplan/;forvaltningsloven § 35, plan- og bygningsloven § 19-2;
19.12.2017;17.01.2018;SM-2017/1470;https://www.sivilombudet.no/uttalelser/helseklages-behandlingstid-pasientskadesak/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd;
05.01.2018;10.01.2018;SM-2017/2846;https://www.sivilombudet.no/uttalelser/bruk-sivilforsvarets-tjenestepliktige-personell-idrettsarrangement/;;
21.12.2017;04.01.2018;SM-2017/3475;https://www.sivilombudet.no/uttalelser/godkjenning-av-yrkeskvalifikasjoner-fra-utlandet-ved-ansettelse-av-laerer-grunnopplaeringen/;opplæringsforskriften § 14-6, opplæringsforskriften § 14-6 første ledd;
15.11.2017;04.01.2018;SM-2016/1689;https://www.sivilombudet.no/uttalelser/fylkesmannens-behandling-sak-om-opplaering-og-pa-tegnsprak/;barnelova § 30 første ledd annet punktum, barneloven § 30, barneloven § 31, forvaltningsloven §, forvaltningsloven§ 33, opplæringslova § 1-1 første ledd bokstav a, opplæringslova § 15-2 første ledd, opplæringslova § 2-6, opplæringslova § 5-3, opplæringslova § 5-5, opplæringslovas § 2-6, opplæringsloven § 2-6;
15.12.2017;04.01.2018;SM-2017/27;https://www.sivilombudet.no/uttalelser/31077/;forvaltningsloven § 35, plan- og bygningsloven § 19-2 annet ledd første punktum, plan- og bygningsloven § 29-4 første ledd;
11.12.2017;21.12.2017;SM-2016/2929;https://www.sivilombudet.no/uttalelser/tilskudd-til-skredsikring/;forvaltningsloven §, forvaltningsloven§ 37-40, naturskadeloven § 20;
07.12.2017;21.12.2017;SM-2017/2658;https://www.sivilombudet.no/uttalelser/ansettelse-av-sykehjemslege-sporsmal-om-usaklige-hensyn-fikk-telle-med-kvalifikasjonsvurderingen-og-om-et-fastlegevikariat-skulle-vaert-utlyst/;sivilombudsmannsloven § 10 annet ledd;
06.12.2017;21.12.2017;SM-2016/876;https://www.sivilombudet.no/uttalelser/foreldelse-av-krav-pa-tilbakebetaling-av-mye-betalt-saeravgift/;forvaltningsloven § 9-4, forvaltningsloven § 9-9, ligningsloven § 9-12, merverdiavgiftsloven § 18-3;
06.12.2017;19.12.2017;SM-2016/2083;https://www.sivilombudet.no/uttalelser/palegg-om-reduserer-lydnivaet-fra-et-utested/;forskriften § 6, forskriften § 7 første ledd, forvaltningsloven §, sivilombudsmannsloven § 10 annet ledd;
15.12.2017;18.12.2017;SM-2017/405;https://www.sivilombudet.no/uttalelser/soknad-om-beskyttelse-enslig-mindrearig-asylsoker-saksbehandlingstid-og-informasjon-til-parten-underveis/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 17 første ledd, grunnloven § 104, grunnloven § 98, sivilombudsmannen § 6 annet ledd, utlendingsforskriften § 8-2, utlendingsloven § 38;
30.11.2017;12.12.2017;SM-2017/1231;https://www.sivilombudet.no/uttalelser/dispensasjon-til-utfylling-sjo-og-oppforing-av-kai/;plan- og bygningsloven § 1-8, plan- og bygningsloven § 19-2 første ledd;
24.11.2017;04.12.2017;SM-2017/804;https://www.sivilombudet.no/uttalelser/innsyn-opplysninger-ruters-billettkontroller/;forvaltningsloven § 33 femte ledd, forvaltningsloven § 34 andre ledd, offentleglova § 11, offentleglova § 24, offentleglova § 24 første ledd, offentleglova § 3, offentleglova § 32, offentleglova § 32 tredje ledd andre punktum, offentleglova § 9, sivilombudsmannsloven §;
21.11.2017;01.12.2017;SM-2017/2824;https://www.sivilombudet.no/uttalelser/behandling-innsynskrav-mattilsynet-region-midt/;forvaltningsloven § 18, forvaltningsloven § 18 første ledd, forvaltningsloven § 21 andre ledd, forvaltningsloven § 21 første ledd, offentleglova § 31, offentleglova § 32, sivilombudsmannsloven § 5;
27.11.2017;29.11.2017;SM-2017/1135;https://www.sivilombudet.no/uttalelser/vedtak-uten-saksbehandleres-navn/;folketrygdloven § 25-3 annet ledd, forvaltningsloven § 23, forvaltningsloven § 32, forvaltningsloven § 41, forvaltningsloven § 5-3 fjerde ledd, forvaltningsloven § 6 annet ledd, forvaltningsloven § 6 første ledd, forvaltningsloven § 6 første ledd første punktum, forvaltningsloven § 8 første ledd, offentleglova § 1, straffeloven § 155, straffeloven § 156;
14.11.2017;29.11.2017;SM-2017/1105;https://www.sivilombudet.no/uttalelser/plikten-a-veilede-forvaltningsorgan-innsyn-besokslogg-hos-naerings-fiskeridepartementet/;forskriften § 4 første ledd, forvaltningsloven §, forvaltningsloven § 11, offentleglova §, offentleglova§;
22.11.2017;27.11.2017;SM-2017/458;https://www.sivilombudet.no/uttalelser/merverdiavgiftskompensasjon-nar-kompensasjonsretten-inntrer-private-barnehager/;barnehageloven § 6;
10.11.2017;24.11.2017;SM-2017/1246;https://www.sivilombudet.no/uttalelser/behandlingstid-klage-kosttilbudet-fengselet-krenket-religionsfriheten/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd, straffegjennomføringsloven § 7;
07.09.2017;22.11.2017;SM-2016/1758;https://www.sivilombudet.no/uttalelser/partsinnsyn-offentlige-ansettelsessaker-klages-likestillings-diskrimineringsombudet/;forskriften § 14 første ledd, forvaltningsloven § 18, forvaltningsloven § 19, forvaltningsloven § 2 andre ledd;
27.09.2017;21.11.2017;SM-2016/3271;https://www.sivilombudet.no/uttalelser/utlendingsnemndas-utredningsplikt-vurdering-barnets-beste-avslag-pa-anmodning-omgjoring/;grunnloven § 104 annet ledd, utlendingsforskriften § 8-5, utlendingsforskriften § 8-5 første ledd, utlendingsloven § 28, utlendingsloven § 38, utlendingslovens § 38 tredje ledd;
14.03.2017;15.11.2017;SM-2016/3001;https://www.sivilombudet.no/uttalelser/soknad-nattavlastning-rettsanvendelse-bevisbedommelse-hensynet-barnets-beste-m-m/;forvaltningsloven § 17, forvaltningsloven § 25 siste ledd, forvaltningsloven § 33 fjerde ledd, forvaltningsloven § 33 første ledd, forvaltningsloven § 34 annet ledd annet punktum, grunnloven § 104, grunnloven § 104 annet ledd, ombudsmannsloven § 7 første ledd, omsorgstjenesteloven § 3-1, omsorgstjenesteloven § 3-2, omsorgstjenesteloven § 4-1, omsorgstjenesteloven § 4-1 første ledd første punktum, omsorgstjenesteloven§ 3-2 første ledd, pasient- og brukerrettighetsloven § 2-1, pasient- og brukerrettighetsloven § 2-7 annet ledd, pasient- og brukerrettighetsloven § 2-8, pasient- og brukerrettighetsloven § 3-1 første ledd første punktum, pasient- og brukerrettighetsloven § 7-6, pasient- og brukerrettighetsloven § 7-6 annet ledd tredje punktum, pasient- og brukerrettighetsloven§ 7-2, sosialtjenesteloven § 4-2 bokstav b;
03.11.2017;14.11.2017;SM-2017/1043;https://www.sivilombudet.no/uttalelser/30775/;forvaltningsloven § 13-9, skatteloven §, skatteloven § 16-20, skatteloven§ 16-20, skatteloven§ 5-20;
07.11.2017;13.11.2017;SM-2016/2884;https://www.sivilombudet.no/uttalelser/tilbakekall-samtykke-vergemal-rettsanvendelse-saksutredning-mv/;forvaltningsloven § 11, forvaltningsloven § 17, forvaltningsloven § 33 femte ledd, vergemålsforskriften § 13, vergemålsloven §, vergemålsloven § 63 første ledd annet punktum, vergemålsloven§ 63 første ledd annet punktum;
09.11.2017;10.11.2017;SM-2017/665;https://www.sivilombudet.no/uttalelser/kommunens-klagebehandling-sak-startlan/;forvaltningsloven §, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven§ 24, kommuneloven § 40 nr. 3 bokstav c, kommuneloven § 40 tredje ledd bokstav c;
06.10.2017;10.11.2017;SM-2016/2208;https://www.sivilombudet.no/uttalelser/sporsmal-helse-omsorgsdepartementet-naerstaendes-klagerett-pa-innsynsavslag-avdodes-pasientopplysninger-helsepersonelloven-%c2%a7-24-forste-ledd/;helsepersonelloven § 23 nr. 6, helsepersonelloven § 24, helsepersonelloven § 24 første ledd, pasient- og brukerrettighetsloven § 5-1, pasientrettighetsloven § 1-3;
30.09.2017;08.11.2017;SM-2016/3512;https://www.sivilombudet.no/uttalelser/sporsmal-tiltaket-lar-realisere-dispensasjon/;sivilombudsmannsloven § 10 andre ledd siste punktum;
22.10.2017;26.10.2017;SM-2017/1340;https://www.sivilombudet.no/uttalelser/ansettelse-lege-spesialisering-soknadsfristens-utlop/;arbeidsmiljøloven § 14-9 sjette ledd, forvaltningsloven § 17;
23.10.2017;25.10.2017;SM-2017/2120;https://www.sivilombudet.no/uttalelser/behandlingstiden-sak-familieinnvandring-adgang-hemmelighold-saken-oversendt-justis-beredskapsdepartementet/;forvaltningsloven §, forvaltningsloven § 11, forvaltningsloven § 17 første ledd;
11.10.2017;17.10.2017;SM-2017/646;https://www.sivilombudet.no/uttalelser/utredning-personlig-egnethet-tilsetting-fagarbeider-bruk-matrise-kvalifikasjonsvurderingen/;forvaltningsloven § 17, forvaltningsloven § 17 første ledd, forvaltningsloven § 2 annet ledd, sivilombudsmannsloven § 10 annet ledd;
25.09.2017;16.10.2017;SM-2016/2223;https://www.sivilombudet.no/uttalelser/tilbakekall-forerett-pa-grunn-manglende-edruelighet/;forvaltningsloven § 24, forvaltningsloven § 25, politiloven § 9, straffeloven § 350, vegtrafikkloven § 33, vegtrafikkloven § 34, vegtrafikkloven § 34 femte ledd;
01.10.2017;16.10.2017;SM-2017/1614;https://www.sivilombudet.no/uttalelser/opprettelse-tilsetting-stilling-radmannens-stab-informasjon-ansatte-utlysing/;arbeidsmiljøloven § 14-1;
01.10.2017;12.10.2017;SM-2017/1970;https://www.sivilombudet.no/uttalelser/lofte-om-fremtidig-stilling-som-helsesoster-uten-forutgaende-utlysning/;;
01.10.2017;05.10.2017;SM-2016/2523;https://www.sivilombudet.no/uttalelser/dekning-sakskostnader-behandling-forsteinstansen-klageinstansens-opphevelse/;forvaltningsloven §, forvaltningsloven § 36;
21.09.2017;03.10.2017;SM-2016/2946;https://www.sivilombudet.no/uttalelser/sak-klage-pa-oppfolging-helsetjenester/;forvaltningsloven §, pasient- og brukerrettighetsloven § 7-4;
06.09.2017;02.10.2017;SM-2017/518;https://www.sivilombudet.no/uttalelser/utforming-av-utlysningstekst-og-kvalifikasjonsvurdering-ved-tilsetting-av-spesialkonsulent/;sivilombudsmannsloven § 10 annet ledd;
11.09.2017;02.10.2017;SM-2016/2886;https://www.sivilombudet.no/uttalelser/betydningen-av-hensynet-til-barnets-beste-ved-avgjorelse-om-bostedsregistrering-folkeregisteret/;forskriften § 5-3 fjerde ledd, forskriften § 5-3 tredje ledd, grunnloven § 104;
14.07.2017;13.09.2017;SM-2016/3415;https://www.sivilombudet.no/uttalelser/norsk-pasientskadeerstatnings-behandlingstid-sak-utmaling-erstatning/;forvaltningsloven §, forvaltningsloven § 11, forvaltningsloven§ 23, pasientskadeloven § 13, pasientskadeloven § 14, pasientskadeloven § 15, pasientskadeloven § 18;
05.09.2017;12.09.2017;SM-2017/806;https://www.sivilombudet.no/uttalelser/innsyn-interne-dokumenter-miljoinformasjon/;miljøinformasjonsloven § 10, miljøinformasjonsloven § 11, offentleglova § 11, offentleglova § 14, offentleglova § 15 første ledd, offentleglova § 29 første ledd;
14.08.2017;05.09.2017;SM-2017/133;https://www.sivilombudet.no/uttalelser/saksbehandlingstiden-internasjonale-saker-ved-nav-sak-av-eget-tiltak/;folketrygdloven § 21-10 første ledd;
18.08.2017;25.08.2017;SM-2016/3463;https://www.sivilombudet.no/uttalelser/tildeling-av-driftstilskudd-til-fysioterapeut/;forvaltningsloven § 17, forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33 tredje ledd første punktum;
24.07.2017;23.08.2017;SM-2016/1131;https://www.sivilombudet.no/uttalelser/29820/;barnevernloven § 4-4, merverdiavgiftsloven § 2-1, merverdiavgiftsloven § 2-3, merverdiavgiftsloven § 3-5, merverdiavgiftsloven § 8-1, opplæringslova § 13-3, opplæringslova § 3-1, opplæringslova § 3-3 annet ledd, opplæringslova § 3-4 første ledd, opplæringsloven § 13-3;
11.08.2017;18.08.2017;SM-2016/2789;https://www.sivilombudet.no/uttalelser/innsyn-det-sentrale-motorvognregisteret-identifikasjonskravet-og-retten-til-sammenstilling-fra-databaser/;grunnloven § 100 femte ledd, offentleglova §, offentleglova § 28 andre ledd, offentleglova§;
08.08.2017;17.08.2017;SM-2017/256;https://www.sivilombudet.no/uttalelser/uanmeldte-trekk-lonn-tilbakekreving-av-mye-utbetalt-lonnn/;arbeidsmiljøloven § 14-15 annet ledd;
10.08.2017;17.08.2017;SM-2017/1554;https://www.sivilombudet.no/uttalelser/undersokelse-av-eget-tiltak-regnskapsregisterets-varslingpraksis-ileggelse-av-forsinkelsesgebyr/;forvaltningsloven § 16;
03.08.2017;17.08.2017;SM-2017/1276;https://www.sivilombudet.no/uttalelser/avslag-pa-krav-om-innsyn-forvaltningens-svar-pa-tips-om-lovbrudd-fra-privatperson/;forvaltningsloven § 13 første ledd, offentleglova §, offentleglova § 11, offentleglova § 12 bokstav c, offentleglova § 13, offentleglova § 13 første ledd, offentleglova § 24 andre ledd, offentleglova § 24 annet ledd, offentleglova § 24 annet ledd første punktum;
01.08.2017;17.08.2017;SM-2016/3381;https://www.sivilombudet.no/uttalelser/nektet-registrering-av-binaerkode-redusert-avgift-pa-elektrisk-kraft/;forskriften § 3-12-4;
05.07.2017;01.08.2017;SM-2016/2034;https://www.sivilombudet.no/uttalelser/krav-om-sletting-av-forelopig-diagnose-fra-pasientjournal/;folketrygdloven § 5-4, forskriftens § 8 bokstav f, forskriftens § 8 første ledd bokstav f, helsepersonelloven § 39, helsepersonelloven § 40, helsepersonelloven § 42, helsepersonelloven § 43 første ledd;
10.07.2017;22.07.2017;SM-2016/1886;https://www.sivilombudet.no/uttalelser/endring-forskrift-slamtomming-karmoy-kommune/;forskriften § 3 annet ledd, forskriften § 8 tredje ledd, forurensningsloven § 26 fjerde ledd, forurensningsloven § 34 første ledd, forvaltningsloven §, forvaltningsloven § 16, forvaltningsloven § 2, forvaltningsloven§ 37;
28.06.2017;11.07.2017;SM-2016/2957;https://www.sivilombudet.no/uttalelser/sen-saksbehandling-manglende-svar-nesodden-kommune/;forvaltningsloven § 11;
14.06.2017;06.07.2017;SM-2016/2915;https://www.sivilombudet.no/uttalelser/naerings-fiskeridepartementets-avslag-pa-anmodning-innsyn-statsradens-kalender/;forvaltningsloven §, grunnloven § 100 femte ledd, offentleglova §, offentleglova § 3, offentleglova § 4, offentleglova § 4 annet ledd, offentleglova § 4 første ledd, offentleglova § 9, offentleglova§;
22.06.2017;04.07.2017;SM-2016/3169;https://www.sivilombudet.no/uttalelser/avslag-pa-krav-erstatning-navs-veilednings-utredningsplikt-sak-dagpenger-permittering-bruker-ansatt-eget-as/;folketrygdloven § 21-1, folketrygdloven § 4-1, folketrygdloven § 4-7, forskriften § 6-1, forskriften § 6-1 andre ledd, forvaltningsloven § 11, forvaltningsloven § 17 første ledd, forvaltningsloven § 33 femte ledd, forvaltningsloven § 33 siste ledd;
16.06.2017;03.07.2017;SM-2016/271;https://www.sivilombudet.no/uttalelser/plikten-a-beklage-feil/;pasientrettighetsloven §, pasientrettighetsloven§ 2-1, spesialisthelsetjenesteloven § 2-2;
26.06.2017;30.06.2017;SM-2016/713;https://www.sivilombudet.no/uttalelser/tomtens-egnethet-plan-bygningsloven-%c2%a7-26-1/;forvaltningsloven § 17, forvaltningsloven § 34, forvaltningsloven § 34 annet ledd, plan- og bygningsloven § 26-1;
20.06.2017;26.06.2017;SM-2016/3636;https://www.sivilombudet.no/uttalelser/behandlingen-anmodning-utsatt-iverksetting-klage-bytte-representant-enslig-mindrearig-asylsoker/;forvaltningsloven § 11, forvaltningsloven § 2, forvaltningsloven § 42;
12.06.2017;20.06.2017;SM-2014/2332;https://www.sivilombudet.no/uttalelser/undersokelse-av-politiets-saksbehandling-saker-om-forerkort-og-kjoreseddel/;;
13.06.2017;19.06.2017;SM-2017/334;https://www.sivilombudet.no/uttalelser/forhandsvarsling-hjelp-e-post-forholdet-eforvaltningsforskriften-%c2%a7-8-mv/;forskriften §, forskriften § 8, forskriftens § 1 tredje ledd, forvaltningsloven §, forvaltningsloven § 16, forvaltningsloven § 28 første ledd, forvaltningsloven § 36 annet ledd;
12.06.2017;16.06.2017;SM-2017/560;https://www.sivilombudet.no/uttalelser/unntak-merverdiavgift-omsetning-ideelle-organisasjoner-foreninger-jf-merverdiavgiftsloven-%c2%a7-3-13/;forvaltningsloven § 13-9, merverdiavgiftsloven § 3-1, merverdiavgiftsloven § 3-13, merverdiavgiftsloven § 8-1;
19.05.2017;24.05.2017;SM-2016/2902;https://www.sivilombudet.no/uttalelser/saksbehandlingstid-ved-innsyn-journal-krav-om-rutinemessig-skjerming-av-opplysninger-en-journal-som-fores-et-elektronisk-arkiv-eller-saksbehandlingssystem/;arkivforskriften §, arkivforskriften§ 2-6, forskriften § 2-7 første ledd, offentlegforskrifta § 6 andre ledd bokstav f, offentlegforskrifta § 6 første ledd, offentleglova § 10 første ledd, offentleglova § 29 første ledd andre punktum, offentleglova § 29 første ledd først punktum, offentleglova § 3;
22.05.2017;24.05.2017;SM-2016/1036;https://www.sivilombudet.no/uttalelser/sak-om-nektelse-av-besok-fengsel-etter-markeringer-av-narkotikahund/;straffegjennomføringsloven § 31, straffegjennomføringsloven § 31 fjerde ledd, straffegjennomføringsloven § 31 fjerde ledd annet punktum, straffegjennomføringsloven § 31 fjerde ledd første punktum, straffegjennomføringsloven §31 fjerde ledd annet punktum;
18.05.2017;24.05.2017;SM-2016/413;https://www.sivilombudet.no/uttalelser/utvisning-som-folge-av-soknad-om-familieinnvandring-er-avslatt-etter-en-vurdering-av-motivene-ekteskapsinngaelse/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 34 annet ledd, utlendingsloven § 40 fjerde ledd, utlendingsloven § 66 første ledd bokstav a;
05.05.2017;22.05.2017;SM-2017/12;https://www.sivilombudet.no/uttalelser/fylkesmannens-utrednings-og-veiledningsplikt-sak-om-sletting-av-opplysninger-pasientjournal/;forvaltningsloven § 33 siste ledd, helsepersonelloven § 39, helsepersonelloven § 43;
26.04.2017;18.05.2017;SM-2017/102;https://www.sivilombudet.no/uttalelser/innsyn-e-postkorrespondanse-med-et-annet-lands-departement/;offentleglova § 12, offentleglova § 20, offentleglova § 20 første ledd, offentleglova § 3;
10.05.2017;15.05.2017;SM-2015/3538;https://www.sivilombudet.no/uttalelser/forskrift-om-begrensninger-adgang-til-pasientfinansiering-av-betalingstjenester-o-l-krav-om-horing-m-m/;forskriften § 10, forskriften § 11 første ledd, forskriften § 2 nr. 6, forvaltningsloven §, forvaltningsloven § 37, sivilombudsmannsloven § 7;
28.03.2017;04.05.2017;SM-2016/3492;https://www.sivilombudet.no/uttalelser/sak-om-behandling-med-legemidler-uten-samtykke/;psykisk helsevernloven § 4-4, psykisk helsevernloven § 4-4 fjerde ledd annet punktum, psykisk helsevernlovens § 4-4;
04.04.2017;15.04.2017;SM-2015/2842;https://www.sivilombudet.no/uttalelser/godtgjoring-til-verge-betydningen-av-nye-godtgjoringsatser-eksisterende-vergeoppdrag/;forskriftens § 16, vergemålsforskriften §, vergemålsforskriften§ 16, vergemålsloven §, vergemålsloven § 101 nr. 2;
23.03.2017;31.03.2017;SM-2016/1196;https://www.sivilombudet.no/uttalelser/tilbakekall-av-forerett-etter-edruelighetsvurdering/;forvaltningsloven § 17 første ledd, forvaltningsloven § 24, forvaltningsloven § 25, politiloven § 9, sivilombudsmannsloven § 10 andre ledd, straffeloven § 350, vegtrafikkloven § 34, vegtrafikkloven § 34 femte ledd;
20.03.2017;30.03.2017;SM-2016/1205;https://www.sivilombudet.no/uttalelser/tilbakebetaling-tilskudd-vinterskadet-eng/;forskriften § 2, forskriften § 2 nr. 4, forskriften § 8, forvaltningsloven § 31 tredje ledd, forvaltningsloven § 35;
23.03.2017;28.03.2017;SM-2016/1285;https://www.sivilombudet.no/uttalelser/saksbehandlingen-instruks-a-gi-fellingstillatelse-pa-bjorn/;forvaltningsloven § 11, forvaltningsloven § 2 første ledd, forvaltningsloven § 23, forvaltningsloven § 24, forvaltningsloven § 25, naturmangfoldloven § 18;
21.03.2017;25.03.2017;SM-2016/289;https://www.sivilombudet.no/uttalelser/arbeidsgivers-plikt-til-gjennomga-opplaering-helse-miljo-og-sikkerhetsarbeid/;arbeidsmiljøloven § 3-5;
20.03.2017;23.03.2017;SM-2017/225;https://www.sivilombudet.no/uttalelser/behandlingstiden-krav-innsyn-sletting-politioperativt-register/;forvaltningsloven § 11, politiloven §, politiregisterloven § 10, politiregisterloven § 49 første ledd annet punktum, politiregisterloven § 54 annet ledd;
17.03.2017;22.03.2017;SM-2016/3091;https://www.sivilombudet.no/uttalelser/utlendingsdirektoratets-behandlingstid-sak-statsborgerskap/;forvaltningsloven §, forvaltningsloven § 11, forvaltningsloven § 17 første ledd, statsborgerloven § 30, utlendingsloven § 63 første ledd, utlendingsloven § 66;
16.03.2017;16.03.2017;SM-2016/1006, SM-2016/1234;https://www.sivilombudet.no/uttalelser/begjaering-innsyn-cruise-saken/;grunnloven § 100 femte ledd, offentleglova §, offentleglova § 11, offentleglova § 14, offentleglova § 24 annet ledd, offentleglova§, straffeprosessloven §;
01.03.2017;15.03.2017;SM-2016/597;https://www.sivilombudet.no/uttalelser/krav-navs-saksbehandling-nar-eos-borger-soker-medlemskap-norsk-folketrygd/;folketrygdloven § 9-2, forvaltningsloven § 11 første ledd;
27.03.2017;15.03.2017;SM-2015/2514;https://www.sivilombudet.no/uttalelser/eget-tiltak-klageadgang-saker-om-nedsettelseettergivelse-av-og-fritak-eiendomsskatt/;eigedomsskattelova § 19, eigedomsskattelova § 20, eigedomsskattelova § 28, eigedomsskattelova § 29 annet ledd, eigedomsskattelova § 31, eigedomsskattelova § 7, forvaltningsloven § 1, forvaltningsloven § 2, forvaltningsloven § 2 første ledd bokstav a, forvaltningsloven § 28, forvaltningsloven § 34 annet ledd siste punktum, kommuneloven § 10, kommuneloven § 59, skatteloven § 20;
